1,10830,1,Poll: Presidential Race Movement Limited,"WASHINGTON - Voters are so deadlocked on their choice for president that the campaigns will need to focus on keeping the intensity of support high and turning them out on Election Day, according to pollsters who conducted a bipartisan survey.    The overall race between Democrat John Kerry and President Bush, a Republican, remains deadlocked..."
1,31216,1,Mitsubishi Injects Cash Into UFJ (AP),"AP - Japanese banking giant Mitsubishi Tokyo Financial Group Inc. pumped the equivalent of  #36;6.4 billion into UFJ Holdings Inc., Japan's fourth biggest bank, Friday in a move designed to discourage a rival takeover."
1,37364,1,Terror cell arrests rise to 12,"SECURITY forces had arrested two more people, bringing to 12 the number of suspects held after authorities broke up an al-Qaeda cell plotting to blow up Italian and Ukrainian embassies and kill Western diplomats, a judicial official said today."
1,96571,1,Angry Egyptians reject Israeli apology for killing border police,"Egyptians are raging at an Israeli mistake that left three border policemen dead, even as the Israeli Army chief has promised an investigation."
1,70980,1,EU to pick up half AU #39;s Darfur tab,The European Union has announced it will pay for more than half of the African Union #39;s peacekeeping force in Sudan #39;s Darfur region.
1,29765,1,Gaza Gunmen Free Top Security Official-Witnesses," GAZA (Reuters) - Palestinian gunmen freed a top security  official on Thursday hours after abducting him in the Gaza  Strip in a fresh challenge to President Yasser Arafat's rule  amid a wave of unrest, witnesses said."
1,93226,1,Europe eyes end to limbo in EU assembly vote (AFP),"AFP - EU lawmakers are expected finally to declare the European Union's new executive arm fit for office Thursday, ending an unprecedented three-week state of limbo for the expanding bloc."
1,58613,1,Blast Near Convoy of Palestinian Security Chief," GAZA (Reuters) - Moussa Arafat, cousin of Yasser Arafat and  a top Palestinian security chief, survived an apparent car bomb  assassination attempt in Gaza City on Tuesday in an attack that  signaled deepening internal faction fighting."
1,40742,1,New wave of violence in Gaza Strip,During last week four Israelis were killed by Palestinians. The Israel response developed into new air attack in a refugee camp. Israeli military forces say Palestinians use the Gaza refugee camp to organize attacks against Jewish settlements.
1,80289,1,Kuwait a half mast; Amir condoles death of Sheikh Zayed,KUWAIT (Agencies): HH the Amir Sheikh Jaber Al-Ahmad Al-Sabah sent on Tuesday a cable of condolences to Crown Prince of Abu Dhabi Sheikh Khalifah bin Zayed Nahayan on the demise of the President of the United Arab Emirates Sheikh Zayed Bin Sultan Al 
1,91802,1,Powell Vows to Work Hard Until Departure (AP),"AP - Secretary of State Colin Powell, widely viewed as the moderate in an administration dominated by hawks, announced Monday he will step down as America's chief diplomat once a successor is in place."
1,74456,1,Europeans resume talks with Iran to avoid UN sanctions,"VIENNA, Austria European negotiators are making a last attempt to get Iran to stop enriching uranium so that it can avoid UN sanctions."
1,100146,1,Kuwait Detains Soldiers for Plot Against U.S. Forces," KUWAIT (Reuters) - Kuwaiti security forces have detained up  to eight Kuwaiti soldiers suspected of plotting to attack U.S.  forces in the Gulf Arab state, a security source said on  Monday."
1,659,1,Rumsfeld Briefs Russia on Shift of Forces,"WASHINGTON - Defense Secretary Donald Rumsfeld briefed his Russian counterpart over the weekend on U.S. plans to shift its forces stationed around the globe, in some cases potentially bringing them closer to Russia's borders..."
1,74406,1,Chirac says Turkey #39;s EU bid  #39;not a done deal #39;,"PARIS : French President Jacques Chirac said Wednesday that Turkey #39;s EU membership bid was  quot;not a done deal, quot; although he believed it was in Europe #39;s best interests, a government spokesman reported after a cabinet meeting."
1,27723,1,Al Fayed Vows to See Diana Crash Photographers Convicted,"Mohamed Al Fayed tonight vowed to continue his campaign to see three photographers who took pictures of Diana, Princess of Wales, and his son Dodi at the scene of their deadly crash, convicted of invasion of privacy."
1,2193,1,McKenry doesn #39;t back Scrafton: PM,Prime Minister John Howard said a former public servant had not backed the claims by former adviser Mike Scrafton about the children overboard affair. 
1,41172,1,Fassie CD to boost Mandela fund,A greatest hits album by late South African singer Brenda Fassie will help Nelson Mandela's Aids project.
1,107161,1,"Iran Blinks, Sort Of","I ran now has backed off from a demand that had stalled an agreement worked out by France, Britain and Germany to freeze all of Iran #39;s uranium processing activities."
1,18493,1,EU to Draft Sanctions Against Sudan," VALKENBURG, Netherlands (Reuters) - The European Union will  draw up sanctions against Sudan, with a view to implementing  them if the United Nations calls for such measures, the Dutch  foreign minister said on Saturday."
1,111321,1,"NATO, Russia Deny 'Cold War' Rift on Ukraine", BRUSSELS (Reuters) - Former Cold War foes NATO and Russia  on Thursday played down weeks of tension over rigged  presidential poll results in Ukraine and issued a joint call  for free and fair elections at the end of the month.
1,74377,1,Japanese PM stands firm on hostage demand,Japan #39;s prime minister today refused to bend to demands by militants who have taken a Japanese civilian hostage in Iraq and threatened to behead him unless Tokyo withdraws its soldiers.
1,109853,1,US rejects climate policy attacks,The US defends its decision not to sign up to the Kyoto climate change treaty with an attack on Europe's record.
1,96394,1,Prince Charles right or wrong?,The Education Secretary Charles Clarke criticised Prince Charles as  quot;old-fashioned quot; after he said the  quot;learning culture quot; gave people hope beyond their capabilities.
1,95095,1,Commander: Iraq Insurgents Killed American (AP),"AP - Insurgent forces in Fallujah attacked U.S. Marines and Iraqi government forces from a house inside the city Thursday, killing one Marine and one Iraqi soldier, a Marine commander said."
1,30100,1,Afghan Leader Survives Assassination Try,"Assailants fired a rocket at an American helicopter taking President Hamid Karzai on a rare foray into Afghanistan #39;s troubled provinces Thursday, but it missed and he escaped injury."
1,1529,1,Al Qaeda operative said to visit Pakistan,"ISLAMABAD, Pakistan -- A senior Al Qaeda operative captured in Britain this month had traveled in March to a militant hideout near the Pakistan-Afghan border and met with other terror suspects, ..."
1,65178,1,"Peruvians face hunger, UN warns","Thousands are going hungry in the Andean mountain region of southern Peru, says the World Food Programme."
1,88555,1,Dutch lawmakers say terror threat underestimated,"THE HAGUE, Netherlands - Dutch lawmakers accused the government yesterday of underestimating the threat from Islamic terrorists and failing to protect a filmmaker whose slaying is blamed on a suspected Muslim radical."
1,34510,1,Khatami: Iran Will Pursue Nuclear Program,"TEHRAN, Iran - President Mohammad Khatami said Tuesday that Iran will continue a nuclear program some suspect is aimed at developing weapons, even if that means an end to U.N. oversight..."
1,62447,1,Hadash to petition AG over Gaza girl #39;s death,"Chief of General Staff Lt.- Gen. Moshe Ya #39;alon has decided there are no grounds to oust the Givati company commander who allegedly shot schoolgirl Iman al-Hams, 13, at close range and reportedly  quot;verified the kill quot; on October 5 near Rafah."
1,84076,1,"Bombings kill 16 in Baghdad, Mosul",At least 16 people died in suicide bombings in Baghdad and Mosul yesterday as insurgents stepped up their campaign to undermine Iraq #39;s security forces and sow ethnic tensions before elections scheduled for January.
1,67733,1,EU Presidency Warns Nations on Deficits (AP),"AP - The European Union on Thursday warned four countries  #151; Germany, Italy, Portugal and Greece  #151; that they risked violating budget rules next year if they do not further cut deficits."
1,20187,1,Missing Russian helicopter found crashed near Chechnya; 2 crew members killed (Canadian Press),"Canadian Press - ROSTOV-ON-DON, Russia (AP) - Eight Russian soldiers and police were killed by rebels in Chechnya within a 24-hour period, and a military helicopter crashed on a flight out of the region, killing two of the three crew members aboard, officials said."
1,28613,1,Poll: Kerry Holds Lead Over Bush in Minn. (AP),"AP - Democratic candidate John Kerry leads President Bush, 50 percent to 41 percent, in a presidential poll of likely voters in Minnesota, according to results released Wednesday."
1,51264,1,"Cheney, Edwards Go Toe to Toe in Debate",CLEVELAND - Sen. John Edwards accused the Bush administration Tuesday night of bungling the war in Iraq and presiding over a historic loss of jobs...
1,59251,1,IRA 'terror arrest' in Tenerife,An IRA suspect wanted in connection with a NI bomb attack on soldiers in 1996 is arrested by Spanish police.
1,102181,1,Paul Martin continues to hope for survivors among 150 missing Canadians (Canadian Press),"Canadian Press - TORONTO (CP) - It has been more than a week without word from the 150 Canadians listed as missing in Asia's tsunami disaster, but Prime Minister Paul Martin says he continues to hold out hope that some will be found alive."
1,110026,1,DeTrani drums up support for talks,"December 09, 2004  A senior US official came to Seoul yesterday to create momentum for talks aimed at halting North Korea #39;s nuclear weapons program."
1,93794,1,Bombings at Two Buenos Aires Banks Kill 1,"Homemade bombs exploded in two Buenos Aires banks Wednesday, killing a security guard and shattering windows, police said."
1,12932,1,15 Yemeni militants convicted,"SANAA, Yemen -- A Yemeni court has convicted 15 al Qaeda-linked militants on terror charges, news agencies report. The charges include the 2002 bombing of French oil tanker Limburg and a plot to kill the US ambassador to Yemen."
1,112738,1,Defense policy overhauled to meet new global threats,"The government announced Friday plans to conduct a sweeping overhaul of its defense policy, adjusting Japan #39;s armed forces to better handle new threats such as terrorism and giving them a greater global role."
1,15689,1,WTO authorizes sanctions against US for anti-dumping law (AFP),"AFP - The World Trade Organisation authorized the European Union and seven countries to impose millions of dollars' worth of sanctions in retaliation for a US anti-dumping law, a diplomat said."
1,19453,1,"Anwar launches bid to clear his name, return to politics (AFP)","AFP - Former deputy premier Anwar Ibrahim launched a final bid to completely clear his name, a challenge rare in Malaysia's legal system and a move which could lead to his immediate return to politics."
1,11066,1,Equatorial Guinea Wants Thatcher Extradited --Lawyer," MALABO, Equatorial Guinea (Reuters) - Equatorial Guinea  wants Mark Thatcher, son of former British Prime Minister  Margaret Thatcher, extradited from South Africa after his  arrest on suspicion of involvement in a coup attempt, one of  the country's lawyers said Thursday."
1,46278,1,"Ex-Cabinet minister wounded, driver killed in Beirut car bombing","BEIRUT, Lebanon A former Lebanese Cabinet minister has been wounded and his driver killed in an early morning car bombing in Beirut."
1,103905,1,Sri Lanka attack raises tension,Members of the Sinhala and Tamil communities have clashed again in eastern Sri Lanka after a grenade attack on a bus left one person dead.
1,63996,1,Vatican condemns EU  #39;inquisition #39;,"A senior Vatican cardinal says there is an anti-Catholic  quot;inquisition quot; in Europe, evidenced in the controversy over the remarks of Rocco Buttiglione."
1,5452,1,"Chavez Urges Foes to Accept Defeat, Scoffs at Fraud"," CARACAS, Venezuela (Reuters) - Venezuelan President Hugo  Chavez on Friday urged his opponents to recognize his recall  referendum victory and pledged dialogue even with his ""most  bitter enemies"" to heal the country's deep political divisions."
1,9267,1,"Toronto hostage-taker holds woman at gunpoint, shot dead by police: reports (Canadian Press)","Canadian Press - TORONTO (CP) - An armed hostage-taking at the height of morning rush-hour in front of Toronto's busy Union Station on Monday morning ended with a police sharpshooter killing a male suspect, broadcast reports said."
1,49820,1,"Sudan says no Darfur self-rule, questions rebel talks",Sudan on Monday ruled out any notion of self-rule for Darfur and said rebels in the western region would not secure the same concessions agreed with southern rebels after two decades of war.
1,79328,1,A Race Too Close to Call,"After the first round of voting, the two leading candidates in Ukraines presidential elections are running neck and neck. KIEV, UkraineUkraines presidential elections look certain to go to a second "
1,78790,1,Martial law in Chinese city after riot,"BEIJING - Martial law was declared in a town in central China after at least four people died in rioting, residents said on Monday."
1,12279,1,Chirac hits out at international community #39;s inaction in Middle &lt;b&gt;...&lt;/b&gt;,"PARIS : French President Jacques Chirac sharply criticized the international community #39;s failure to help put an end to the Israeli-Palestinian conflict, saying the world should  quot;impose quot; peace talks."
1,45081,1,Blair faces anger of Labour Party delegates over Iraq,Prime Minister Tony Blair faced calls on Thursday for British troops to quit Iraq as delegates to his Labour Party #39;s annual conference vented their anger over last year #39;s US-led war.
1,104270,1,"Compensation plan for 27,000 Pinochet victims","Chile #39;s government is to seek congressional approval to compensate more than 27,000 victims of political imprisonment and torture at the hands of the country #39;s rightwing military regime, which ruled from 1973 to 1990."
1,64783,1,Schwarzenegger Says Pro-Bush Speech Irked His Wife (Reuters),"Reuters - California Gov. Arnold\Schwarzenegger said on Monday that his speech backing President\Bush at the Republican Convention in August resulted in a cold\shoulder from his wife, Maria Shriver, a member of the famously\Democratic Kennedy family."
1,5282,1,Groups Meet to Discuss Climate Change,"New strategies to confront global warming took center stage in Buenos Aires on Monday, where thousands of environmentalists and government policy-makers gathered for an international conference on climate change."
1,104596,1,Yushchenko seeks confidence vote,"Opposition leader Viktor Yushchenko pursues a vote in parliament, as the crisis in Ukraine continues."
1,67164,1,Harry #39;s security men (pictured) intervened in the altercation,"Prince Harry has found himself at the centre of a controversy after a late-night scuffle with a photographer. According to royal officials, the 20-year-old was leaving the London nightclub Pangaea in the early "
1,20728,1,Brunei wedding showcases royalty's enduring role in Asia (AFP),AFP - The lavish wedding of the heir to oil-rich Brunei's throne this week underscores the enduring importance of royal families in some Asian countries despite rapid modernisation.
1,69239,1,Scions of Utah Royalty Vie for Governor (AP),AP - SALT LAKE CITY  #151; The race for governor of Utah is a contest between two men from families that might be the closest thing to royalty in this state.
1,74741,1,Will Bad News Be Bad for Bush in Election? (Reuters),Reuters - President Bush has been dogged by a\spate of bad news in the final days of the presidential\campaign but it is unclear whether that will sway enough voters\to affect the election outcome.
1,29232,1,Sharon government in jeopardy,"Last Sunday, tens of thousands of Israeli citizens filled the streets of Jerusalem in protest of the long awaited, long overdue Israeli withdrawal of approximately 8,000 Jewish settlers from Gaza."
1,17465,1,Three Turkish hostages believed killed ,"BAGHDAD -- A Paris newspaper editor said there had been positive movement in the effort to free two captive French journalists yesterday, while a separate militant group said it had killed three Turkish captives."
1,20271,1,Official Campaign Opens in Afghan Presidential Poll, KABUL (Reuters) - The official month-long campaign for  Afghanistan's first-ever direct presidential election opened on  Tuesday in what will be a major test of U.S.-led  nation-building efforts since the 2001 ouster of the Taliban.
1,48114,1,U.S. Spy Plane Crashes Near Base in Pakistan (Reuters),"Reuters - A pilotless U.S. spy plane\crashed near its military base in southern Pakistan on Sunday\but there were no casualties or damage, police said."
1,16222,1,Last Chance for N.Irish Deal as Fresh Talks Open, BELFAST (Reuters) - Talks billed as the last chance to save  Northern Ireland's 1998 Good Friday peace agreement began on  Wednesday with the end of the IRA guerrilla group as one of  their prime aims.
1,103595,1,Jordan #39;s crown prince is dismissed,"Jordan #39;s Hashemite royal family was thrown into turmoil last night when King Abdullah abruptly dismissed his half-brother, Prince Hamzeh, as Crown Prince and heir apparent."
1,59395,1,Japan #39;s troubled Daiei decides to seek aid from government body,"TOKYO (AFP) - Debt-ridden Japanese retailer Daiei decided to seek help from a state-backed corporate body, reversing an earlier decision after repeated heavy pressure from its creditors."
1,114053,1,Racist Taunts Rattle European Soccer,"Professional soccer teams, their national and international governing bodies and anti-racism groups have been grappling with a number of incidents around Europe over the last month."
1,96355,1,"US team to search for remains of 2,000 soldiers in North Korea (AFP)","AFP - North Korea has agreed to allow US investigators to search for the remains of more than 2,000 members of the US armed forces missing in action from the Korean War, US officials said."
1,48501,1,Clashes in Haitian capital kill at least 14,"PORT-AU-PRINCE, Haiti - Three politicians allied with former president Jean-Bertrand Aristide were led away in handcuffs after a six-hour standoff at a radio station, and gunfire erupted today in Haiti #39;s capital where political clashes have left 14 dead "
1,37806,1,Prospect of North Korean Missile Launch 'Alarming' to Seoul,South Korean Foreign Minister Ban Ki Moon said Thursday that intelligence indicating a possible launch of a North Korean ballistic missile could set back diplomatic efforts to resolve the crisis over Pyongyang's nuclear ambitions.
1,43425,1,Kidnappers in Iraq release 7 hostages,"BAGHDAD -- Kidnappers in Iraq freed seven hostages yesterday, releasing two female Italian aid workers who were abducted from their home three weeks ago, two of the women's Iraqi colleagues and three Egyptian employees of a local cell phone company."
1,68609,1,Bush Holds Two-Point Lead Over Kerry: Reuters Poll (Reuters),"Reuters - President Bush holds a slim\two-point lead on Democratic rival John Kerry in the stretch\run of a tight race for the White House, according to a\Reuters/Zogby poll released on Friday."
1,31591,1,Florida Supreme Court puts Nader on state ballot (AFP),"AFP - The Florida Supreme Court has ruled Ralph Nader can appear on state ballots as a presidential candidate, increasing the chance the maverick contender will again influence the outcome of the presidential election."
1,54459,1,Follow-on shy Aussies lead India by 355 runs (AFP),AFP - Hosts India braced themselves for a harrowing chase on a wearing wicket in the first Test after Australia declined to enforce the follow-on here.
1,96522,1,Germany Arrests 4th Suspect in Allawi Plot (AP),AP - German authorities Saturday arrested a fourth man on suspicion of involvement in an al-Qaida-linked group's alleged plot to attack Iraqi Prime Minister Ayad Allawi during his visit to Berlin this week.
1,5296,1,Bloody Battle Dulls Cleric's Heroic Image (AP),"AP - Radical cleric Muqtada al-Sadr has emerged from a bloody, two-week showdown with U.S. forces with his militia intact but his heroic image in question."
1,57971,1,"In Iraq, Courtesy Call Takes Poise and Patience",Staff Sgt. Chris Fritz set out for a meeting with the mayor of Musayyib to discuss the needs of the city in a convoy of nine armored trucks equipped with .50-caliber machine guns and Mark 19 automatic grenade launchers. He was protected by three dozen Marines wearing full body armor and carrying assault rifles and assorted mortars and grenades.
1,38724,1,Sudan: UNHCR Boss Urges Sudan to Give Darfur Autonomy,"Ruud Lubbers, the head of the UN refugee agency UNHCR, has urged the Sudanese government to give autonomy to the western Darfur region to help end a rebellion there which has led to massive reprisals by Arab militias against black African villagers."
1,64808,1,Cleric charged on 16 counts,"LONDON, England -- Muslim cleric Abu Hamza al-Mazri has appeared in a British court charged with a string of offences including soliciting to murder non-Muslims, stirring up racial hatred and possessing terrorist documents."
1,10100,1,Pope returns icon to Russia,"Pope John Paul, aiming to improve ties with Russia #39;s Orthodox Church and possibly pave the way for a papal trip, has sent an icon dear to Russians on its way back to Moscow after nearly a century in the West."
1,90423,1,Gunfire Erupts Near Interim Palestinian Leader,"GAZA CITY, Gaza Strip -- There #39;s word that one security guard is dead after gunfire erupted at a tent set up in the Gaza Strip for mourners to gather in memory of Yasser Arafat."
1,110922,1,IRA Says Disarmament Pictures 'Never Possible' (Reuters),Reuters - The Irish Republican Army said on\Thursday it would never provide photographic proof of\disarmament as demanded by its Northern Ireland Protestant\opponents.
1,25821,1,TV reporter dies in US helicopter strike,A TV journalist was shot dead as he made a live broadcast from Baghdad when US helicopters fired on a crowd gathered around the burning wreckage of a US armoured vehicle.
1,103183,1,12 killed in train accident near Bhopal:,"India News: Bhopal, Nov 28 : Twelve people, including a woman, were ploughed to death by an express train outside the Sukhi Sevania railway station near here Sunday."
1,115152,1,Ukraine Seeks to Control Yushchenko Probe (AP),"AP - Ukraine's outgoing government sought Monday to control the inquiry into the poisoning of presidential candidate Viktor Yushchenko, with officials close to the government taking charge of both investigations into who tried to harm or kill the leader of the ""Orange Revolution."""
1,94760,1,Modernisation plan transforms Britain's Royal Mail (AFP),"AFP - Just two years ago the Royal Mail was losing over one million pounds (1.4 million euros, 1.9 million dollars) every day."
1,25389,1,Tens of thousands of Israeli settlers rally against Sharon #39;s &lt;b&gt;...&lt;/b&gt;,Tens of thousands of Israeli settlers and their supporters yesterday took part in a right-wing demonstration in Jerusalem #39;s Zion Square.
1,73530,1,Antigay remarks spark EU row,The European Parliament challenges conservative appointee Rocco Buttiglione.
1,22902,1,Iraqi President Calls Debt Relief,9 September 2004 -- Iraqi President Ghazi Ajil al-Yawir met today with German leaders and renewed a call for Iraq #39;s foreign debt to be forgiven.
1,73867,1,China Rejects Powell Call for Dialogue with Taiwan," BEIJING (Reuters) - China on Wednesday rejected Secretary  of State Colin Powell's call to resume dialogue with Taiwan,  saying Taiwan President Chen Shui-bian's overtures were  meaningless and no grounds existed for talks."
1,21281,1,Anwar makes  #39;amazing #39; recovery,"The newly released former deputy of Malaysia, Anwar Ibrahim, has made an  quot;amazing quot; recovery from back surgery, according to his doctor in Germany."
1,118847,1,Turkey Pressed to Move on Cyprus for EU Deal, BRUSSELS (Reuters) - The European Union spelled out tough  conditions Friday for Turkey to start membership talks next  October ahead of final bargaining with the Turkish prime  minister at a landmark summit.
1,74248,1,Sudan atrocities need more than label,"The world was astounded when Secretary of State Colin Powell labeled the humanitarian crisis in Darfur, Sudan, as genocide. While the United States elevated what the United Nations referred "
1,106966,1,Serb chief defiant after foiled attempt on his life,"Following an apparent attempt on his life, Serbia #39;s President Boris Tadic said yesterday that no threats would prevent him from  quot;pursuing the mission of establishing democracy in the country quot;."
1,4980,1,World is  #39;in more danger #39;,PAKISTAN #39;S president has warned that the war on terror has made the world a more dangerous place. Gen. Pervez Musharraf said the world was  quot;absolutely quot; less safe because military action had done nothing to tackle the causes of terrorism.
1,82963,1,Kidnappers Extend Deadline on British Hostage,Militants who claim to be holding Northern Irish United Nations worker Annetta Flanigan hostage in Afghanistan have extended a deadline until tonight to decide her fate.
1,69808,1,Hamas retaliates by mortars to the assassination of al-Gul,"One of the key cadres of Ezz Eddine al-Qassam group, the military wing of the Hamas movement, was killed and another one was strongly injured in a mortar explosion."
1,69155,1,Zimbabwe to Bar Observers From Elections (AP),"AP - Zimbabwe's government will prohibit African observers from monitoring national parliamentary elections next year if they have close links with Western countries, an official said Friday."
1,46916,1,Zawahri Urges Muslims to Hit U.S. Allies' Interests," DUBAI (Reuters) - An audio tape attributed to Al Qaeda's  deputy leader urged Muslims Friday to organize resistance  against ""crusader America"" and its allies throughout the world."
1,75604,1,The Economist favours Kerry in US presidential vote (AFP),"AFP - The Economist, the weekly bible of the world's top movers and shakers, said it is throwing its support behind Democratic challenger John Kerry in the upcoming US presidential election."
1,30463,1,Chechen rebel claims school siege,Chechen warlord Shamil Basayev claims responsibility for the Beslan siege in which more than 320 hostages died.
1,35336,1,New Wave of Colombia Drug Kingpins Emerges (AP),"AP - A new wave of drug kingpins is emerging in Colombia  #151; traffickers who operate from the shadows, seeking only profits and avoiding the excesses of previous generations of drug lords, a top intelligence official said."
1,31962,1,Upcoming Debates Could Prove Pivotal,"WASHINGTON - Because Sen. John Kerry is the challenger and lags President Bush in most national polls, he seems to have the most to gain from a strong performance in the upcoming fall debates..."
1,89748,1,"More Bombs Hit Thai Muslim South, One Dead"," BANGKOK (Reuters) - More bombs hit Thailand's largely  Muslim south on Saturday, killing a shopper in a mainly  Buddhist town and wounding 14 as Prime Minister Thaksin  Shinawatra vowed to resolve the crisis."
1,40308,1,Musharraf #39;s battle for approval,"Pakistan #39;s Gen Pervez Musharraf is rarely out of the news. However, his recent speech to the UN, in which he demanded action to prevent an iron curtain separating the Muslim world from the West, gained him an unusual amount of attention."
1,71450,1,Egypt arrests five suspects over Sinai bombings (AFP),AFP - Egypt said it had arrested five suspects accused of carrying out a wave of deadly car bomb attacks in Red Sea resorts almost three weeks ago.
1,57980,1,THE BIG HEAT,"Levels of the main greenhouse gas, carbon dioxide, have risen alarmingly over the past two years,. Experts fear this will lead to catastrophic changes in the climate far sooner than previously predicted."
1,103597,1,Soldier Kills 7 Colleagues in Kashmir,"SRINAGAR, 29 November 2004 - In the worst incident of its kind in 15 years, an angry Indian paramilitary soldier gunned down seven of his colleagues and injured two others critically in north Kashmirs Baramulla town, 54 km from here, around midnight."
1,93681,1,Saudi policeman dies in shoot-out,A Saudi security officer is killed during a shootout with suspected al Qaeda militants north of Riyadh.
1,95388,1,"Afghan Opium Cultivation Reaches Record High, UN Says","Afghanistan #39;s opium cultivation jumped 64 percent to a record 324,000 acres this year and drug exports now account for more than 60 percent of the economy, the United Nations drugs office said Thursday."
1,67498,1,Deadly Typhoon Claims 55 Lives in Japan,"Japan's deadliest storm in more than a decade unleashed flash floods that washed away entire hillsides, killing 55 people and leaving at least 24 people missing before it veered east into the Pacific Ocean on Thursday."
1,28120,1,China Party Chief Rules Out Democracy,Chinese Communist Party chief Hu Jintao called for parliament to take a stronger watchdog role on the eve of a key leadership meeting but ruled out Western-style democracy 
1,26079,1,Putin Moves to Strengthen Kremlin's Power,"MOSCOW - Responding to a spate of deadly terror attacks, President Vladimir Putin announced a series of anti-terror initiatives Monday that would strengthen the Kremlin's grip on every layer of Russian political life.    Putin told Cabinet members and security officials convened in special session that the future of Russia was at stake, and called for creation of a powerful anti-terror agency..."
1,46297,1,Iraq Developments,* A suicide bomber killed a US soldier and two Iraqis in the Abu Ghraib area outside of Baghdad early Thursday. The bomb targeted a compound that included the mayor #39;s office and a police station.
1,1077,1,Stocks Sharply Higher on Dip in Oil Prices,"NEW YORK - A drop in oil prices and upbeat outlooks from Wal-Mart and Lowe's prompted some bargain-hunting on Wall Street, sending stocks sharply higher Monday, with the swing exaggerated by thin late summer trading. The Dow Jones industrials surged more than 120 points higher in late trading..."
1,89458,1,White House Rejects Trade Case Vs. China (AP),AP - The Bush administration on Friday rejected a request from 30 members of Congress that it bring a World Trade Organization case against China charging the Asian nation with manipulating its currency to gain unfair trade advantages against the United States.
1,68427,1,Israel Kills Top Hamas Militant Ahead of Gaza Vote (Reuters),Reuters - Israel killed Hamas's top bomb and rocket\maker in Gaza and launched a missile strike on the home of\another leading militant on Friday in the run-up to a key\parliamentary vote on a plan to quit the occupied territory.
1,46319,1,Blast in Pak mosque kills 15,A blast in a Shiite Muslim mosque in eastern Pakistan on Friday killed at least 15 people and left dozens injured. The blast occurred when the Friday prayers were on at the Mistri Abdullah Imambargah mosque in Sialkot.
1,118919,1,3 Palestinians killed in Israeli incursion,"At least three Palestinians were killed in clashes with Israeli army who invaded the southern Gazatown of Khan Younis at dawn on Friday, medical sources said."
1,62540,1,Israel Says Gaza Incursion Was a Success (AP),AP - Israel's military said Saturday that its 17-day incursion into the northern Gaza Strip struck a heavy blow against Palestinian militants routinely firing makeshift rockets into the country's southern region.
